sourceAsset,requirementOrRisk,designCaseId,expandedCaseId,testLayer,clientOrOSScope,requiredEvidence,design_status,owner,gap,执行时间
v1.5规划(v1.3基线),自定义HCLOUD_BIN保留,D1-11,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,用户管理的二进制与PATH条目不被误删,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),清理幂等归零,D1-12,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,重复执行无报错、无残留,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Windows文件锁下清理,D1-13,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows 专项>,锁场景明确失败或提示，不静默损坏config,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),copyFileVerified安装完整性,D1-14,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,损坏被检出并明确提示，不静默装坏,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),checkForUpdate更新提示,D1-15,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,正确判断next/latest并提示可用更新,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,升级提醒工具注册与协议暴露,D1-26,无(不展开/代表执行),安装/生命周期,<代表: MCP Inspector+进程>,两工具均注册且 schema 含 description/inputSchema,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,检测语义-已是最新,D1-27,EXP-NR3-01;EXP-NR3-02,安装/生命周期,<代表: Windows/Linux>,"result=up_to_date, updateAvailable=false",DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,检测语义-有新版本,D1-28,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,"result=update_available, updateAvailable=true, targetVersion",DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,pre-release 用户提醒策略(文档vs实现差异),D1-29,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,pre 用户候选含 latest+next 取最大；pre 升级提醒语义与文档表差异点以最终裁决为准,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,semver 比对正确性,D1-30,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,1.1.2>1.1.1、1.1.0 > 1.1.0-next.9、相等=0、无效串按字典序,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,dismiss 冷却期,D1-31,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,"冷却期内 result=dismissed, dismissed=true, 3 天后 expireAt 过期重新提醒",DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,新版本>dismissedVersion 无视冷却,D1-32,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,无视冷却期重新提醒 update_available,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,skip 文件持久化与多路径,D1-33,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,"文件{ dismissedVersion/dismissedAt/expireAt }, 插件目录无副本时回退共享路径",DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,check_failed 不阻塞正常调用,D1-34,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,"result=check_failed, note 检测失败不影响使用, 不抛错不阻塞",DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,缓存 TTL 与失败节流,D1-35,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,1h 内复用探测结果；失败后 5min 节流,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,首调用兜底提示（会话首个工具附加更新信息）,D1-36,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,仅会话首个非 check/upgrade 工具经 dispatch 内部 decorateResult 附加 _upda,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,SKILL.md 会话启动指令存在性,D1-37,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,SKILL.md 含首次操作前先 check_update 的指令,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,huaweicloud_upgrade 语义,D1-38,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,success/previousVersion/installedVersion/requiresRestart=tru,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,Windows 升级检测链可用性,D1-39,EXP-NR3-09;EXP-NR3-10;EXP-NR3-11,安装/生命周期,<代表: Windows/Linux>,Windows 下检测链真实可用，不得 EINVAL 静默失败,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,镜像 lag 下检测正确性(反向提醒防护),D1-40,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,不得提示版本倒退(远端<=本地不提示); 建议固定官方源/校验,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,check_update 真实 MCP 返回契约,D1-41,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,tools/call isError=false；四态、currentVersion/latestStable/upda,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,dismiss 真实闭环与跨调用持久化,D1-42,EXP-NR3-03;EXP-NR3-04,安装/生命周期,<代表: 隔离 HOME+CROSS_PROCESS>,拒绝调用写入正确 agent/plugin 路径；文件字段完整且 expireAt= dismissedAt+3天；同版,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,dismiss 参数边界与失败语义,D1-43,无(不展开/代表执行),安装/生命周期,<代表: 隔离 HOME>,无 target 或 registry 失败时不应伪造 dismissed/up_to_date，不写入 undefin,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,冷却边界与异常 skip 状态,D1-44,无(不展开/代表执行),安装/生命周期,<代表: 时间注入>,仅严格早于 expireAt 才算冷却；边界时刻重新提醒；新版本无视冷却；坏状态安全降级且不静默吞掉更新,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,兜底提示真实序列与预热竞态,D1-45,EXP-NR3-23;EXP-NR3-24,安装/生命周期,<代表: 隔离进程+预热竞态>,仅会话首个非检查工具携带 _updateInfo；检查/升级工具不携带；预热未完成时不阻塞正常工具，结果就绪后仍按既定一,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,缓存 TTL 边界与查询异常恢复,D1-46,EXP-NR3-05;EXP-NR3-06,安装/生命周期,<代表: 时间与函数注入>,TTL 边界符合约定；失败在 5min 内节流、过期可重试；reject 不产生未处理异常且返回 check_faile,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,缓存与当前版本解耦,D1-47,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,共享 registry 结果可复用，但每次按当前版本重新计算 target/result；不得复用上一个 current,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,多 Agent 路径与多进程隔离,D1-48,EXP-NR3-18,安装/生命周期,<代表: 双 HOME 双进程>,每个 agent 只读取自己的 skip 状态；进程/agent 之间不串用 dismissedVersion、expi,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,upgrade handler 无更新与参数校验,D1-49,EXP-NR3-12;EXP-NR3-13,安装/生命周期,<代表: 隔离进程>,up_to_date 不执行升级命令；非法 version 被明确拒绝；失败态不误报成功；target 默认 all 且,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,upgrade 命令语义与目标选择,D1-50,无(不展开/代表执行),安装/生命周期,<代表: 命令 mock>,stable/pre 用户选择正确 tag；目标 agent 传递正确；命令顺序和文档要求一致，成功必返回 requir,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,upgrade 失败恢复与副作用,D1-51,无(不展开/代表执行),安装/生命周期,<代表: 隔离 HOME>,失败不崩溃、不返回 success、不污染 skip 状态或缓存；manual 命令含正确 tag/target；恢复后,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,真实升级安装与重启生效,D1-52,EXP-NR3-14;EXP-NR3-15;EXP-NR3-15b;EXP-NR3-16,安装/生命周期,<代表: 一次性环境 OpenCode+Hermes>,真实 npm/install/setup 或整合命令完成；文件同步正确；旧进程明确要求重启；新进程加载目标新版本且配置未,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,镜像滞后确定性夹具,D1-53,EXP-NR3-07;EXP-NR3-08,安装/生命周期,<代表: registry 夹具>,远端版本不高于 current 时不提示倒退；官方有新版本时策略符合设计；坏响应为 check_failed；regis,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,Hermes 会话级用户闭环,D1-54,EXP-NR3-17,安装/生命周期,<代表: 真实客户端 Hermes>,Agent 遵守 SKILL；未获同意不升级；拒绝后 3 天不重复打扰；升级后明确重启；离线不阻塞原任务,DESIGN_COVERED,测试负责人,,20260920092100
NR3版本升级提醒,多会话提示隔离,D1-55,EXP-NR3-19;EXP-NR3-20;EXP-NR3-21;EXP-NR3-22,安装/生命周期,<代表: 并行进程>,一次性兜底按会话隔离而非全局只消费一次；一个会话的 dismiss、hintConsumed、失败状态不影响另一个会话,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,安装中断恢复（网络/进程中断后半装补全）,D1-56,由EXP-D7 OS矩阵覆盖(OS×Node),安装/生命周期,<代表: Windows/Linux>,半装态可逐项识别（①②③ 每项留痕：缺失文件路径或存在性）；重跑后 tools/list 恰好 40 工具（数量=40 ,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,升级坏版本回滚（装坏可退）,D1-57,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安装/生命周期,<代表2: Hermes(隔离profile)+OpenCode>,"失败返回结构化错误（success=false, error.code 精确枚举, error.manual 含版本限定",DESIGN_COVERED,测试负责人,,20260920092100
R12回填ITER-005-P2,通用 MCP 白名单接入（Claude/Cursor merge 语义）,D1-58,EXP-D1-58-01;EXP-D1-58-02;EXP-D1-58-03;EXP-D1-58-04;EXP-D1-58-05,安装/生命周期,<代表: Linux L 真机>,白名单合并幂等（重复不重复备份）；坏 JSON 零写入（原文件 hash 不变）；未命中输出可粘贴片段（含 mcpSer,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),SKIP_UPDATE 环境变量跳过升级检测,D1-59,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,env=1 时 result=up_to_date 且不发起 registry 查询（跳过检测）；unset 后恢复真实,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),HTTP 查询路径与自定义 registry（fetch 版）,D1-60,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,fetch 路径 registry 取 HUAWEICLOUD_NPM_REGISTRY 且去尾斜杠；超时 15s ab,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),升级重启文案 officeace 分支,D1-61,无(不展开/代表执行),安装/生命周期,<代表: officeace+Hermes>,officeace→'打开连接器→我的连接器→huaweicloud-devkit→重新连接'；其他→'请重启当前会话',DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),未覆盖 CLI 子命令 reinstall/proxy/version,D1-62,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安装/生命周期,<代表: 逐客户端>,三命令均有实现而非 TODO：reinstall 重装、proxy 配置代理、version 输出版本；无静默失败,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),安装版本读取双回退,D1-63,无(不展开/代表执行),安装/生命周期,<代表: 隔离目录>,先 pluginRoot 后 packageRoot 读取；两处都无返回 null,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),agent 自动检测匹配与版本,D1-64,无(不展开/代表执行),安装/生命周期,<代表: 多 agent clientInfo>,clientInfo 正确映射 AGENTS 注册表；detectVersion 按 versionConfig 返回；,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),调试模式环境变量,D1-65,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,DEBUG===1/true 时开启调试日志；未设/其他值不开启；不影响正常返回,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),遥测开关与端点环境变量,D1-66,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,TELEMETRY!=off 时开遥测、=off 关闭；ENDPOINT 未设回退 DEFAULT_ENDPOINT、设,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Agent toolkit 模式与 DSH 跳过安装环境变量,D1-67,无(不展开/代表执行),安装/生命周期,<代表: DSH 客户端>,AGENT_TOOLKIT_MODE 注入 agent env(REQUIRED_ENV_KEYS 含 HCLOUD_B,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),图标离线与区域环境变量,D1-68,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程>,ICONS_OFFLINE=1 时图标走本地 manifest 不联网；HUAWEICLOUD_REGION 优先于 H,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),CLI help 子命令,D1-69,无(不展开/代表执行),安装/生命周期,<代表: CLI>,help 子命令输出帮助且有退出码 0，非 TODO/空输出,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),代理配置与 WebSocket 代理,D1-70,无(不展开/代表执行),安装/生命周期,<代表: 隔离进程+proxy夹具>,proxy.json 读写/clear 正确；getProxySettings 拼 env+file 且 no_prox,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,credentials变更后auth回归,D2-8,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,三端就绪+脱敏正常，无回归,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,reconcile幂等(一致态零写),D2-9,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,一致态下零副作用，不触发 R4 重写,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,R7 current档跟随,D2-10,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,resolveManagedProfile 返回 current 档；runHcloudConfigure 带 --cl,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,R3 STS token拒绝落盘,D2-11,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,"返回 {status:error, scope:rejected}，token 永不落盘",DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,R10 runtime非空禁止落盘,D2-12,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,sync 返回 ok:false + auto-sync suppressed (R10)，不写 S1,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,R9 configuredBySession优先env,D2-13,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,标记时 S1 胜出；清除后 env 兜底恢复,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,R2 冲突交互仲裁(confirmToken),D2-14,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,needs_confirmation+confirmToken+双选项；confirm(s1)→outcome=abor,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,auth_switch行为矩阵抽查,D2-15,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,与行为矩阵一致（temporary 不触 S2/S3、clear 回退可用、persist 落盘）,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,import文件读取后擦除,D2-16,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,读后无条件擦除（exists=False），密钥不留盘,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,cmdAuthReconcile非TTY守卫,D2-17,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,快速退出不 hang，stderr 明确告警（Non-interactive session...）,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,.last_sync mtime手动改动检测,D2-18,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,mtime>marker→R2 仲裁；≤→R4 自动重写,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,命名档只审计不自动动(R5),D2-19,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,解析/写档只动 current 档，命名档隔离,DESIGN_COVERED,测试负责人,,20260920092100
NR2 AK/SK架构v4,HUAWEICLOUD_HOME重定向(R6),D2-20,无(不展开/代表执行),认证/凭证,<代表: Win/Linux 真机>,S2 固定 ~/.hcloud 不受影响（方案 T1 断言3）,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,AK/SK 轮换后 auth_status 正确感知（凭证状态维度）,D2-21,无(不展开/代表执行),认证/凭证,<真云代表: Hermes>,30s 内三端指纹全部=F2（逐端断言，旧指纹 F1 零残留）；auth_status.reconciled.store,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),confirm-not-deny审批语义,D4-18,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安全/审批,<代表: 安全基线 Hermes+OpenCode>,写操作需显式确认，不被直接拒绝也不被直接放行,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),确认流下预检仍生效,D4-19,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安全/审批,<代表: 安全基线 Hermes+OpenCode>,确认流程中风险预检仍生效拦截,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),拒绝后零操作,D4-20,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,拒绝后无任何资源变更、无命令执行,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),auth init三端同步,D2-1,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,"源码级断言: 三端配置文件均落位(路径+格式,任一端缺失即缺陷); 真云E2E断言: 三端API实际可用",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),auth status判定准确性,D2-2,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,组合枚举判定准确，部分就绪场景明确标识,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),auth sync幂等,D2-3,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,重复执行无副作用,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),凭证脱敏正确性,D2-4,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,输出无明文凭证字段,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),凭证缺失报错指引,D2-5,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,明确报错+可执行指引(非裸堆栈),DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),OBS独立配置引导,D2-6,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,OBS配置落盘成功且可无人值守,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),无凭证降级,D2-7,无(不展开/代表执行),认证/凭证,<代表: Hermes 或 OpenCode>,优雅降级或明确提示，不报裸错误,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),CodeArts 上下文凭证读取,D2-22,无(不展开/代表执行),认证/凭证,<代表: 隔离进程>,CodeArts 上下文走 readCodeArtsCredentials 分支；非 CodeArts 走 S1/env,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),agent 注册状态,D2-23,无(不展开/代表执行),认证/凭证,<代表: 单机多 target>,返回 11 安装目标各自的注册状态；未安装目标如实标记,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),auth 同步 projectId 自动解析,D2-24,无(不展开/代表执行),认证/凭证,<真云代表: Hermes>,region/profile 可解析时 syncAuth 返回 projectId；不可解析时不误报,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),KooCLI 探测状态分类,D2-25,无(不展开/代表执行),认证/凭证,<代表: 隔离进程>,探测状态正确分类并给出对应 nextStep；未安装/沙箱/隐私待确认三态区分,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),凭证备份与恢复,D2-26,无(不展开/代表执行),认证/凭证,<代表: 隔离 HOME>,备份/恢复闭环：备份写入独立文件、恢复后凭证与备份一致、恢复幂等不报错,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),KooCLI 版本管理,D2-27,无(不展开/代表执行),认证/凭证,<代表: 隔离进程>,getKooCliVersion 读 kooCliVersion；parseHcloudVersion 正则提取首个 x,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),skill检索完整性,D3-A1,无(不展开/代表执行),功能/配置,<代表: Hermes>,全部可检索且完整拉取，索引无缺口,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),触发词路由准确,D3-A2,无(不展开/代表执行),功能/配置,<代表: Hermes>,正确映射目标skill,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),沙箱vs生产路由,D3-A3,无(不展开/代表执行),功能/配置,<代表: Hermes>,demo→sandbox，生产→ECS/FG/CCE,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),区域意图提取,D3-A4,无(不展开/代表执行),功能/配置,<代表: Hermes>,正确映射且不盲扫无关区域,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),元数据正确性,D3-A5,无(不展开/代表执行),功能/配置,<代表: Hermes>,region/endpoint/可用性数据正确,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),市场/图标检索质量,D3-A6,无(不展开/代表执行),功能/配置,<代表: Hermes>,排序合理+官方图标可用,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),list_operations规范名,D3-B1,无(不展开/代表执行),功能/配置,<代表: Hermes>,返回规范操作名，不依赖猜测,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),plan命令质量,D3-B2,无(不展开/代表执行),功能/配置,<代表: Hermes>,命令语法正确参数完整，审批可执行,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),run_readonly脱敏执行,D3-B3,无(不展开/代表执行),功能/配置,<代表: Hermes>,执行成功+输出脱敏,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),explain_error可执行,D3-B4,无(不展开/代表执行),功能/配置,<代表: Hermes>,给出可执行下一步而非干话,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),detect_framework识别,D3-B5,无(不展开/代表执行),功能/配置,<代表: Hermes>,识别准确且给出构建产物/端口,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),search_docs命中率,D3-B6,无(不展开/代表执行),功能/配置,<代表: Hermes>,命中率≥80%且内容准确,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),ECS生命周期E2E,D3-C1,无(不展开/代表执行),功能/配置,<代表: 真云 ECS 贵资源>,插件引导全程完成，无残留,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),OBS静态站部署E2E,D3-C2,无(不展开/代表执行),功能/配置,<代表: Hermes>,部署成功+资源归零,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),沙箱部署E2E,D3-C3,无(不展开/代表执行),功能/配置,<代表: 沙箱 DevStation>,URL可访问+会话关闭,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),服务创建类回归,D3-C4,EXP-C4-01;EXP-C4-02;EXP-C4-03;EXP-C4-04;EXP-C4-05;EXP-C4-06;EXP-C4-07;EXP-C4-08;EXP-C4-09;EXP-C4-10;EXP-C4-11;EXP-C4-12;EXP-C4-13;EXP-C4-14;EXP-C4-15;EXP-C4-16;EXP-C4-17;EXP-C4-18;EXP-C4-19;EXP-C4-20;EXP-C4-21;EXP-C4-22,功能/配置,<代表: 22 服务矩阵>,全部服务有规范路由且可执行,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),工具冒烟,D3-C5,无(不展开/代表执行),功能/配置,<代表: Hermes>,冒烟快速全通,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),run_approved_command 审批后执行闭环,D3-B7,无(不展开/代表执行),功能/配置,<代表: Hermes>,审批通过后正确执行；未审批命令拒绝,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),voucher_status 状态查询（领券状态读取）,D3-B8,无(不展开/代表执行),功能/配置,<代表: Hermes>,status 与 claim 状态一致，未领取准确反馈,DESIGN_COVERED,测试负责人,,20260920092100
